symptom,symptom_short,drug,baseline_reports,baseline_improve_rate,cooccur_n,cooccur_rate,cooccur_lift,attr_n,attr_rate,attr_sig_rate,attr_worsened
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Loratadine,160,0.662,10,0.900,-0.043,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),"Amitriptyline (Elavil, Vanatrip, Domical)",160,0.662,9,0.889,-0.054,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Magnesium,160,0.662,9,0.889,-0.054,3,0.333,0.333,0
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Trazodone,160,0.662,8,0.875,-0.069,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Metformin,160,0.662,8,0.875,-0.069,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),"Colchicine (Colcrys, Mitigare, LODOCO, Gloperba, etc.)",160,0.662,7,0.857,-0.087,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Bupropion,160,0.662,7,0.857,-0.087,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Hydroxyzine,160,0.662,7,0.857,-0.087,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Cromolyn Sodium,160,0.662,7,0.857,-0.087,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Vitamin D3,160,0.662,13,0.846,-0.106,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Ivabradine,160,0.662,20,0.850,-0.111,21,0.952,0.714,0
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Modafinil,160,0.662,6,0.833,-0.112,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Lumbrokinase,160,0.662,6,0.833,-0.112,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Vitamin B12,160,0.662,6,0.833,-0.112,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Low Dose Aripiprazole,160,0.662,5,0.800,-0.146,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Omega-3 Fatty Acids,160,0.662,5,0.800,-0.146,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),"Escitalopram (Lexapro, Cipralex)",160,0.662,5,0.800,-0.146,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Vitamin C,160,0.662,5,0.800,-0.146,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Ondansetron,160,0.662,4,0.750,-0.196,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Gabapentin,160,0.662,7,0.714,-0.241,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Pregabalin,160,0.662,3,0.667,-0.280,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Lorazepam,160,0.662,3,0.667,-0.280,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),"Azelastine (Astepro, Astelin)",160,0.662,3,0.667,-0.280,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Famciclovir,160,0.662,3,0.667,-0.280,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),"Botulinum Toxin (Botox, Dysport, Xeomin, Jeuveau, etc.)",160,0.662,3,0.667,-0.280,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Valacyclovir,160,0.662,6,0.667,-0.289,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Guanfacine,160,0.662,7,0.571,-0.395,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Nortriptyline,160,0.662,4,0.500,-0.457,0,,,
Abnormally fast heart rate or heart palpitations when the patient is laying down (Tachycardia/arrhythmia at rest),Tachycardia (rest),Lisdexamfetamine (Vyvanse),160,0.662,4,0.500,-0.457,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Metoprolol,125,0.856,11,1.000,0.110,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Nattokinase,125,0.856,10,1.000,0.108,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Cetirizine,125,0.856,9,1.000,0.107,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Bupropion,125,0.856,9,1.000,0.107,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Aspirin,125,0.856,9,1.000,0.107,4,1.000,0.500,0
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fexofenadine,125,0.856,9,1.000,0.107,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ketotifen,125,0.856,8,1.000,0.106,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fludrocortisone,125,0.856,7,1.000,0.105,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fluoxetine,125,0.856,7,1.000,0.105,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Erenumab (Aimovig),125,0.856,6,1.000,0.103,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Valacyclovir,125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Baclofen,125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Diphenhydramine (Benadryl, Allergia-C, Allermax, Nytol, etc.)",125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Metformin,125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Nicotine Patch,125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Rizatriptan,125,0.856,5,1.000,0.102,5,0.800,0.200,1
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Montelukast,125,0.856,5,1.000,0.102,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Omega-3 Fatty Acids,125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Modafinil,125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Electrolytes,125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ondansetron,125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Galcanezumab (Emgality),125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Prednisolone (Pediapred, FloPred, Orapred, Millipred, etc.)",125,0.856,4,1.000,0.101,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Famciclovir,125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Vitamin B2 (Riboflavin),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fluvoxamine (Luvox),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fluticasone,125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Acetyl-L-Carnitine,125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Methylphenidate,125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Atogepant (Qulipta),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,CBD,125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Apixaban (Eliquis),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Hyperbaric Oxygen Therapy (HBOT),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ketorolac (Toradol),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ivermectin (Stromectol),125,0.856,3,1.000,0.100,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Famotidine,125,0.856,16,0.938,0.041,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Cromolyn Sodium,125,0.856,12,0.917,0.015,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Probiotic,125,0.856,11,0.909,0.007,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Pyridostigmine,125,0.856,10,0.900,-0.004,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Melatonin,125,0.856,10,0.900,-0.004,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Vitamin B12,125,0.856,10,0.900,-0.004,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,CoQ10,125,0.856,9,0.889,-0.016,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Iron,125,0.856,9,0.889,-0.016,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Midodrine,125,0.856,8,0.875,-0.031,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",125,0.856,8,0.875,-0.031,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Rimegepant (Nurtec ODT),125,0.856,8,0.875,-0.031,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,N-Acetylcysteine (NAC),125,0.856,15,0.867,-0.044,3,1.000,0.667,0
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Gabapentin,125,0.856,13,0.846,-0.066,3,0.333,0.333,0
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Amantadine (Symmetrel, Gocovri, Osmolex, Symadine, etc.)",125,0.856,6,0.833,-0.075,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Loratadine,125,0.856,6,0.833,-0.075,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Low Dose Naltrexone (LDN),125,0.856,42,0.857,-0.084,11,0.909,0.273,1
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ivabradine,125,0.856,18,0.833,-0.087,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Amitriptyline (Elavil, Vanatrip, Domical)",125,0.856,11,0.818,-0.096,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Paxlovid (Nirmatrelvir-Ritonavir),125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Levocetirizine,125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Quercetin,125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Ibuprofen (Advil, Motrin, etc.)",125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Acetaminophen,125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Nattokinase + Serrapeptase,125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Hydroxyzine,125,0.856,5,0.800,-0.109,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Propranolol,125,0.856,22,0.818,-0.111,8,0.750,0.125,1
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Vitamin C,125,0.856,10,0.800,-0.116,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Nortriptyline,125,0.856,9,0.778,-0.139,6,0.667,0.500,0
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Guanfacine,125,0.856,9,0.778,-0.139,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Duloxetine,125,0.856,9,0.778,-0.139,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Vitamin D3,125,0.856,9,0.778,-0.139,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Zolpidem,125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Topiramate (Topamax, Topiragen",125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Alpha Lipoic Acid,125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Omeprazole,125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Trazodone,125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Ubrogepant (Ubrelvy),125,0.856,4,0.750,-0.160,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Botulinum Toxin (Botox, Dysport, Xeomin, Jeuveau, etc.)",125,0.856,8,0.750,-0.168,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Magnesium,125,0.856,12,0.750,-0.176,3,0.667,0.000,0
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Multivitamin,125,0.856,3,0.667,-0.244,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Zinc,125,0.856,3,0.667,-0.244,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Taurine,125,0.856,3,0.667,-0.244,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Pregabalin,125,0.856,3,0.667,-0.244,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fremanezumab (Ajovy),125,0.856,3,0.667,-0.244,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Sertraline,125,0.856,6,0.667,-0.253,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,"Sumatriptan (Imitrex, Sumavel DosePro, Alsuma, Zembrace, etc.)",125,0.856,9,0.667,-0.262,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Fish Oil,125,0.856,4,0.500,-0.421,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Naproxen,125,0.856,4,0.500,-0.421,0,,,
Frequent and/or debilitating headaches (Migraine or chronic daily headache),Headache/Migraine,Levothyroxine,125,0.856,4,0.500,-0.421,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Cromolyn Sodium,78,0.846,9,1.000,0.132,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Fexofenadine,78,0.846,9,1.000,0.132,3,1.000,1.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,CoQ10,78,0.846,9,1.000,0.132,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,N-Acetylcysteine (NAC),78,0.846,9,1.000,0.132,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Pyridostigmine,78,0.846,8,1.000,0.130,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Vitamin B12,78,0.846,8,1.000,0.130,4,1.000,0.500,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Vitamin D3,78,0.846,8,1.000,0.130,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Probiotic,78,0.846,8,1.000,0.130,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Ivabradine,78,0.846,7,1.000,0.127,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Nattokinase,78,0.846,7,1.000,0.127,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Magnesium,78,0.846,7,1.000,0.127,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Melatonin,78,0.846,7,1.000,0.127,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Montelukast,78,0.846,6,1.000,0.125,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Ketotifen,78,0.846,6,1.000,0.125,4,1.000,0.750,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Quercetin,78,0.846,6,1.000,0.125,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Fluticasone,78,0.846,6,1.000,0.125,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Paxlovid (Nirmatrelvir-Ritonavir),78,0.846,5,1.000,0.123,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Fludrocortisone,78,0.846,5,1.000,0.123,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Midodrine,78,0.846,5,1.000,0.123,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Vitamin C,78,0.846,5,1.000,0.123,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Iron,78,0.846,5,1.000,0.123,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Low Dose Aripiprazole,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Loratadine,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Nicotine Patch,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Alpha Lipoic Acid,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Turmeric,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Electrolytes,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Ibuprofen (Advil, Motrin, etc.)",78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,CBD,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Erenumab (Aimovig),78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Hydroxyzine,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Acetyl-L-Carnitine,78,0.846,4,1.000,0.121,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Bupropion,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Zolpidem,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Sumatriptan (Imitrex, Sumavel DosePro, Alsuma, Zembrace, etc.)",78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Ondansetron,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Rimegepant (Nurtec ODT),78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Glutathione,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Acetaminophen,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Diphenhydramine (Benadryl, Allergia-C, Allermax, Nytol, etc.)",78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Guanfacine,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Serrapeptase,78,0.846,3,1.000,0.119,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Nattokinase + Serrapeptase,78,0.846,3,1.000,0.119,4,1.000,0.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Low Dose Naltrexone (LDN),78,0.846,23,0.957,0.110,4,1.000,0.500,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Cetirizine,78,0.846,12,0.917,0.037,3,1.000,1.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Pregabalin,78,0.846,7,0.857,-0.034,6,0.667,0.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",78,0.846,6,0.833,-0.060,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Famotidine,78,0.846,12,0.833,-0.067,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Aspirin,78,0.846,11,0.818,-0.084,4,0.750,0.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",78,0.846,5,0.800,-0.095,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Gabapentin,78,0.846,23,0.826,-0.097,22,0.773,0.273,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Metoprolol,78,0.846,4,0.750,-0.147,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Propranolol,78,0.846,12,0.750,-0.170,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Amitriptyline (Elavil, Vanatrip, Domical)",78,0.846,7,0.714,-0.195,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Vitamin B7,78,0.846,3,0.667,-0.232,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Sertraline,78,0.846,3,0.667,-0.232,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,"Cyclobenzaprine (Flexeril, Amrix, Fexmid, FusePaq Tabradol, etc.)",78,0.846,6,0.667,-0.244,0,,,
