symptom,symptom_short,drug,baseline_reports,baseline_improve_rate,cooccur_n,cooccur_rate,cooccur_lift,attr_n,attr_rate,attr_sig_rate,attr_worsened
Shaking or feeling jittery (Tremors),Tremors,Ketotifen,29,0.897,5,0.800,-0.113,3,0.667,0.667,0
Shaking or feeling jittery (Tremors),Tremors,N-Acetylcysteine (NAC),29,0.897,5,0.800,-0.113,0,,,
Shaking or feeling jittery (Tremors),Tremors,Metformin,29,0.897,4,0.750,-0.167,0,,,
Shaking or feeling jittery (Tremors),Tremors,Magnesium,29,0.897,4,0.750,-0.167,0,,,
Shaking or feeling jittery (Tremors),Tremors,Vitamin D3,29,0.897,4,0.750,-0.167,0,,,
Shaking or feeling jittery (Tremors),Tremors,Famotidine,29,0.897,8,0.750,-0.200,4,0.750,0.750,0
Shaking or feeling jittery (Tremors),Tremors,Probiotic,29,0.897,3,0.667,-0.253,0,,,
Shaking or feeling jittery (Tremors),Tremors,Apixaban (Eliquis),29,0.897,3,0.667,-0.253,0,,,
Shaking or feeling jittery (Tremors),Tremors,Magnesium Glycinate,29,0.897,3,0.667,-0.253,0,,,
Shaking or feeling jittery (Tremors),Tremors,Vitamin C,29,0.897,3,0.667,-0.253,0,,,
Shaking or feeling jittery (Tremors),Tremors,Gabapentin,29,0.897,6,0.667,-0.288,0,,,
Shaking or feeling jittery (Tremors),Tremors,Nattokinase,29,0.897,5,0.600,-0.357,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Famotidine,28,0.821,6,1.000,0.222,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Magnesium,28,0.821,4,1.000,0.200,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Turmeric,28,0.821,4,1.000,0.200,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Vitamin B12,28,0.821,3,1.000,0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Cromolyn Sodium,28,0.821,3,1.000,0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Cetirizine,28,0.821,3,1.000,0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Vitamin C,28,0.821,3,1.000,0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Hydroxyzine,28,0.821,3,1.000,0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Bupropion,28,0.821,4,0.750,-0.100,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Melatonin,28,0.821,4,0.750,-0.100,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Propranolol,28,0.821,4,0.750,-0.100,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Vitamin D3,28,0.821,4,0.750,-0.100,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),N-Acetylcysteine (NAC),28,0.821,7,0.714,-0.168,3,1.000,0.667,0
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Amphetamine-Dextroamphetamine (Adderall),28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Modafinil,28,0.821,3,0.667,-0.190,3,1.000,0.000,0
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Iron,28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Nattokinase,28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Probiotic,28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Metformin,28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Paxlovid (Nirmatrelvir-Ritonavir),28,0.821,3,0.667,-0.190,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Low Dose Naltrexone (LDN),28,0.821,11,0.727,-0.196,3,1.000,0.333,0
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Guanfacine,28,0.821,3,0.333,-0.571,0,,,
Excessive sleepiness (Hypersomnia),Excessive sleepiness (Hypersomnia),Levocetirizine,28,0.821,3,0.333,-0.571,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),N-Acetylcysteine (NAC),27,0.852,6,1.000,0.211,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Melatonin,27,0.852,6,1.000,0.211,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Cromolyn Sodium,27,0.852,6,1.000,0.211,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Aspirin,27,0.852,5,1.000,0.200,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Iron,27,0.852,5,1.000,0.200,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Ivabradine,27,0.852,4,1.000,0.190,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Quercetin,27,0.852,4,1.000,0.190,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Magnesium,27,0.852,4,1.000,0.190,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Duloxetine,27,0.852,4,1.000,0.190,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Ketotifen,27,0.852,4,1.000,0.190,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Midodrine,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Apixaban (Eliquis),27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Fexofenadine,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Fish Oil,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),"Amitriptyline (Elavil, Vanatrip, Domical)",27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Vitamin C,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Fludrocortisone,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Taurine,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Montelukast,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Pyridostigmine,27,0.852,3,1.000,0.182,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Low Dose Naltrexone (LDN),27,0.852,12,0.917,0.147,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Famotidine,27,0.852,10,0.900,0.100,5,1.000,0.400,0
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Cetirizine,27,0.852,6,0.833,-0.009,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Acetaminophen,27,0.852,5,0.800,-0.050,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Vitamin D3,27,0.852,5,0.800,-0.050,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Bupropion,27,0.852,4,0.750,-0.107,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",27,0.852,4,0.750,-0.107,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Modafinil,27,0.852,4,0.750,-0.107,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Gabapentin,27,0.852,3,0.667,-0.197,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),CoQ10,27,0.852,3,0.667,-0.197,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Nattokinase,27,0.852,3,0.667,-0.197,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Propranolol,27,0.852,6,0.667,-0.228,0,,,
Stomach pains (Abdominal pains),Stomach pains (Abdominal pains),Probiotic,27,0.852,5,0.600,-0.300,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Magnesium,25,0.840,7,1.000,0.250,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Aspirin,25,0.840,4,1.000,0.211,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Iron,25,0.840,4,1.000,0.211,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Metformin,25,0.840,4,1.000,0.211,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Probiotic,25,0.840,4,1.000,0.211,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Loratadine,25,0.840,3,1.000,0.200,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Hydroxyzine,25,0.840,3,1.000,0.200,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Vitamin C,25,0.840,3,1.000,0.200,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Famotidine,25,0.840,8,0.875,0.075,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Low Dose Naltrexone (LDN),25,0.840,13,0.846,0.046,5,0.800,0.400,1
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Vitamin D3,25,0.840,6,0.833,0.010,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Vitamin B12,25,0.840,5,0.800,-0.033,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Gabapentin,25,0.840,9,0.778,-0.079,5,0.600,0.600,0
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Quercetin,25,0.840,4,0.750,-0.092,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,N-Acetylcysteine (NAC),25,0.840,8,0.750,-0.117,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Cetirizine,25,0.840,7,0.714,-0.161,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Cromolyn Sodium,25,0.840,3,0.667,-0.183,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Nattokinase,25,0.840,3,0.667,-0.183,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Pregabalin,25,0.840,3,0.667,-0.183,3,0.667,0.333,0
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Montelukast,25,0.840,3,0.667,-0.183,0,,,
Burning sensation on the patient's skin (Paresthesia),Burning sensation on the patient's skin ,Propranolol,25,0.840,3,0.333,-0.567,0,,,
Diarrhea,Diarrhea,Fludrocortisone,24,1.000,4,1.000,0.000,0,,,
Diarrhea,Diarrhea,Aspirin,24,1.000,4,1.000,0.000,0,,,
Diarrhea,Diarrhea,Propranolol,24,1.000,5,1.000,0.000,0,,,
Diarrhea,Diarrhea,Melatonin,24,1.000,6,1.000,0.000,0,,,
Diarrhea,Diarrhea,Low Dose Naltrexone (LDN),24,1.000,12,1.000,0.000,0,,,
Diarrhea,Diarrhea,Famotidine,24,1.000,10,1.000,0.000,7,1.000,0.571,0
Diarrhea,Diarrhea,Guanfacine,24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,Cetirizine,24,1.000,6,1.000,0.000,3,1.000,0.667,0
Diarrhea,Diarrhea,N-Acetylcysteine (NAC),24,1.000,5,1.000,0.000,0,,,
Diarrhea,Diarrhea,CoQ10,24,1.000,5,1.000,0.000,0,,,
Diarrhea,Diarrhea,Probiotic,24,1.000,8,1.000,0.000,4,1.000,0.250,0
Diarrhea,Diarrhea,Midodrine,24,1.000,5,1.000,0.000,0,,,
Diarrhea,Diarrhea,Pyridostigmine,24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,Ivabradine,24,1.000,4,1.000,0.000,0,,,
Diarrhea,Diarrhea,Fexofenadine,24,1.000,4,1.000,0.000,0,,,
Diarrhea,Diarrhea,Omalizumab,24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,"Amitriptyline (Elavil, Vanatrip, Domical)",24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,Alpha Lipoic Acid,24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,Cromolyn Sodium,24,1.000,3,1.000,0.000,0,,,
Diarrhea,Diarrhea,Vitamin D3,24,1.000,4,1.000,0.000,0,,,
Diarrhea,Diarrhea,Vitamin B12,24,1.000,3,1.000,0.000,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Cetirizine,22,0.864,5,1.000,0.188,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Aspirin,22,0.864,5,1.000,0.188,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Famotidine,22,0.864,4,1.000,0.176,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Nattokinase,22,0.864,3,1.000,0.167,3,1.000,0.333,0
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Fexofenadine,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Melatonin,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Quercetin,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Serrapeptase,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,N-Acetylcysteine (NAC),22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Hydroxyzine,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Montelukast,22,0.864,3,1.000,0.167,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Low Dose Naltrexone (LDN),22,0.864,6,0.833,-0.033,0,,,
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Gabapentin,22,0.864,5,0.800,-0.075,3,0.667,0.667,1
Prolonged loss of sensation or pain in the patient's extremities (Neuropathy or neuralgia) ,Prolonged loss of sensation or pain in t,Duloxetine,22,0.864,4,0.750,-0.132,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Iron,21,0.857,4,1.000,0.133,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Aspirin,21,0.857,4,1.000,0.133,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Cetirizine,21,0.857,4,1.000,0.133,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Pyridostigmine,21,0.857,4,1.000,0.133,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Cromolyn Sodium,21,0.857,3,1.000,0.125,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Fexofenadine,21,0.857,3,1.000,0.125,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Ivabradine,21,0.857,3,1.000,0.125,3,1.000,0.000,0
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Famotidine,21,0.857,8,0.875,-0.034,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Low Dose Naltrexone (LDN),21,0.857,7,0.857,-0.060,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,CoQ10,21,0.857,4,0.750,-0.183,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Vitamin D3,21,0.857,4,0.750,-0.183,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Magnesium,21,0.857,4,0.750,-0.183,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Apixaban (Eliquis),21,0.857,3,0.667,-0.271,3,0.333,0.000,0
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Quercetin,21,0.857,3,0.667,-0.271,0,,,
Poor circulation (cold or discolored extremities) (Raynaud's phenomenon),Poor circulation (cold or discolored ext,Gabapentin,21,0.857,3,0.667,-0.271,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Aspirin,21,0.905,4,1.000,0.118,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Metformin,21,0.905,4,1.000,0.118,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Clopidogrel,21,0.905,4,1.000,0.118,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Loratadine,21,0.905,4,1.000,0.118,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Apixaban (Eliquis),21,0.905,3,1.000,0.111,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Guanfacine,21,0.905,3,1.000,0.111,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,CoQ10,21,0.905,3,1.000,0.111,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Quercetin,21,0.905,3,1.000,0.111,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Low Dose Naltrexone (LDN),21,0.905,5,0.800,-0.137,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Metoprolol,21,0.905,5,0.800,-0.137,4,1.000,0.500,0
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Propranolol,21,0.905,3,0.667,-0.278,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Famotidine,21,0.905,7,0.714,-0.286,0,,,
High blood pressure (Hypertension) regardless of lying or standing position,High blood pressure (Hypertension) regar,Cetirizine,21,0.905,4,0.500,-0.500,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Low Dose Naltrexone (LDN),21,0.952,11,1.000,0.100,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Pyridostigmine,21,0.952,5,1.000,0.062,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Bupropion,21,0.952,4,1.000,0.059,4,1.000,0.250,0
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Ivabradine,21,0.952,4,1.000,0.059,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Vitamin D3,21,0.952,4,1.000,0.059,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Guanfacine,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Quercetin,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Ondansetron,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Aspirin,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,"Amitriptyline (Elavil, Vanatrip, Domical)",21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Probiotic,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Cromolyn Sodium,21,0.952,3,1.000,0.056,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Magnesium,21,0.952,5,0.800,-0.200,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Vitamin B12,21,0.952,3,0.667,-0.333,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,"Sumatriptan (Imitrex, Sumavel DosePro, Alsuma, Zembrace, etc.)",21,0.952,3,0.667,-0.333,0,,,
Changes to the patient's mood or increased emotional volatility (Mood disturbance/affective disorder),Changes to the patient's mood or increas,Levothyroxine,21,0.952,3,0.667,-0.333,0,,,
Spinning/rocking sensation (Vertigo),Spinning/rocking sensation (Vertigo),CoQ10,20,0.900,6,1.000,0.154,0,,,
Spinning/rocking sensation (Vertigo),Spinning/rocking sensation (Vertigo),Pyridostigmine,20,0.900,4,1.000,0.133,0,,,
Spinning/rocking sensation (Vertigo),Spinning/rocking sensation (Vertigo),Aspirin,20,0.900,4,1.000,0.133,0,,,
Spinning/rocking sensation (Vertigo),Spinning/rocking sensation (Vertigo),Quercetin,20,0.900,3,1.000,0.125,0,,,
